,Problem Number,Problem Rating,Link,Problem Statement,Input Specifications,Output Specifications
78,785C,1600,https://codeforces.com/problemset/problem/785/C,"Anton likes to listen to fairy tales, especially when Danik, Anton's best friend, tells them. Right now Danik tells Anton a fairy tale:""Once upon a time, there lived an emperor. He was very rich and had much grain. One day he ordered to build a huge barn to put there all his grain. Best builders were building that barn for three days and three nights. But they overlooked and there remained a little hole in the barn, from which every day sparrows came through. Here flew a sparrow, took a grain and flew away...""More formally, the following takes place in the fairy tale. At the beginning of the first day the barn with the capacity of <span class=""tex-span""><i>n</i></span> grains was full. Then, every day (starting with the first day) the following happens:<ul> <li> <span class=""tex-span""><i>m</i></span> grains are brought to the barn. If <span class=""tex-span""><i>m</i></span> grains doesn't fit to the barn, the barn becomes full and the grains that doesn't fit are brought back (in this problem we can assume that the grains that doesn't fit to the barn are not taken into account). </li><li> Sparrows come and eat grain. In the <span class=""tex-span""><i>i</i></span>-th day <span class=""tex-span""><i>i</i></span> sparrows come, that is on the first day one sparrow come, on the second day two sparrows come and so on. Every sparrow eats one grain. If the barn is empty, a sparrow eats nothing. </li></ul>Anton is tired of listening how Danik describes every sparrow that eats grain from the barn. Anton doesn't know when the fairy tale ends, so he asked you to determine, by the end of which day the barn will become empty for the first time. Help Anton and write a program that will determine the number of that day!","The only line of the input contains two integers n and m (1 ≤ n, m ≤ 1018) — the capacity of the barn and the number of grains that are brought every day.",Output one integer — the number of the day when the barn will become empty for the first time. Days are numbered starting with one.
79,750C,1600,https://codeforces.com/problemset/problem/750/C,"Every Codeforces user has rating, described with one integer, possibly negative or zero. Users are divided into two divisions. The first division is for users with rating <span class=""tex-span"">1900</span> or higher. Those with rating <span class=""tex-span"">1899</span> or lower belong to the second division. In every contest, according to one's performance, his or her rating changes by some value, possibly negative or zero.Limak competed in <span class=""tex-span""><i>n</i></span> contests in the year 2016. He remembers that in the <span class=""tex-span""><i>i</i></span>-th contest he competed in the division <span class=""tex-span""><i>d</i><sub class=""lower-index""><i>i</i></sub></span> (i.e. he belonged to this division <span class=""tex-font-style-bf"">just before</span> the start of this contest) and his rating changed by <span class=""tex-span""><i>c</i><sub class=""lower-index""><i>i</i></sub></span> <span class=""tex-font-style-bf"">just after the contest</span>. Note that negative <span class=""tex-span""><i>c</i><sub class=""lower-index""><i>i</i></sub></span> denotes the loss of rating.What is the maximum possible rating Limak can have right now, after all <span class=""tex-span""><i>n</i></span> contests? If his rating may be arbitrarily big, print ""<span class=""tex-font-style-tt"">Infinity</span>"". If there is no scenario matching the given information, print ""<span class=""tex-font-style-tt"">Impossible</span>"".","The first line of the input contains a single integer n (1 ≤ n ≤ 200 000).The i-th of next n lines contains two integers ci and di ( - 100 ≤ ci ≤ 100, 1 ≤ di ≤ 2), describing Limak's rating change after the i-th contest and his division during the i-th contest contest.","If Limak's current rating can be arbitrarily big, print ""Infinity"" (without quotes). If the situation is impossible, print ""Impossible"" (without quotes). Otherwise print one integer, denoting the maximum possible value of Limak's current rating, i.e. rating after the n contests."
80,923B,1600,https://codeforces.com/problemset/problem/923/B,"Alice likes snow a lot! Unfortunately, this year's winter is already over, and she can't expect to have any more of it. Bob has thus bought her a gift — a large snow maker. He plans to make some amount of snow every day. On day <span class=""tex-span""><i>i</i></span> he will make a pile of snow of volume <span class=""tex-span""><i>V</i><sub class=""lower-index""><i>i</i></sub></span> and put it in her garden.Each day, every pile will shrink a little due to melting. More precisely, when the temperature on a given day is <span class=""tex-span""><i>T</i><sub class=""lower-index""><i>i</i></sub></span>, each pile will reduce its volume by <span class=""tex-span""><i>T</i><sub class=""lower-index""><i>i</i></sub></span>. If this would reduce the volume of a pile to or below zero, it disappears forever. All snow piles are independent of each other. Note that the pile made on day <span class=""tex-span""><i>i</i></span> already loses part of its volume on the same day. In an extreme case, this may mean that there are no piles left at the end of a particular day.You are given the initial pile sizes and the temperature on each day. Determine the total volume of snow melted on each day. ","The first line contains a single integer N (1 ≤ N ≤ 105) — the number of days. The second line contains N integers V1, V2, ..., VN (0 ≤ Vi ≤ 109), where Vi is the initial size of a snow pile made on the day i.The third line contains N integers T1, T2, ..., TN (0 ≤ Ti ≤ 109), where Ti is the temperature on the day i.","Output a single line with N integers, where the i-th integer represents the total volume of snow melted on day i."
81,538C,1600,https://codeforces.com/problemset/problem/538/C,"A tourist hiked along the mountain range. The hike lasted for <span class=""tex-span""><i>n</i></span> days, during each day the tourist noted height above the sea level. On the <span class=""tex-span""><i>i</i></span>-th day height was equal to some integer <span class=""tex-span""><i>h</i><sub class=""lower-index""><i>i</i></sub></span>. The tourist pick smooth enough route for his hike, meaning that the between any two consecutive days height changes by at most 1, i.e. for all <span class=""tex-span""><i>i</i></span>'s from 1 to <span class=""tex-span""><i>n</i> - 1</span> the inequality <span class=""tex-span"">|<i>h</i><sub class=""lower-index""><i>i</i></sub> - <i>h</i><sub class=""lower-index""><i>i</i> + 1</sub>| ≤ 1</span> holds.At the end of the route the tourist rafted down a mountain river and some notes in the journal were washed away. Moreover, the numbers in the notes could have been distorted. Now the tourist wonders what could be the maximum height during his hike. Help him restore the maximum possible value of the maximum height throughout the hike or determine that the notes were so much distorted that they do not represent any possible height values that meet limits <span class=""tex-span"">|<i>h</i><sub class=""lower-index""><i>i</i></sub> - <i>h</i><sub class=""lower-index""><i>i</i> + 1</sub>| ≤ 1</span>.","The first line contains two space-separated numbers, n and m (1 ≤ n ≤ 108, 1 ≤ m ≤ 105) — the number of days of the hike and the number of notes left in the journal.Next m lines contain two space-separated integers di and hdi (1 ≤ di ≤ n, 0 ≤ hdi ≤ 108) — the number of the day when the i-th note was made and height on the di-th day. It is guaranteed that the notes are given in the chronological order, i.e. for all i from 1 to m - 1 the following condition holds: di < di + 1.","If the notes aren't contradictory, print a single integer — the maximum possible height value throughout the whole route.If the notes do not correspond to any set of heights, print a single word 'IMPOSSIBLE' (without the quotes)."
82,780B,1600,https://codeforces.com/problemset/problem/780/B,"The main road in Bytecity is a straight line from south to north. Conveniently, there are coordinates measured in meters from the southernmost building in north direction.At some points on the road there are <span class=""tex-span""><i>n</i></span> friends, and <span class=""tex-span""><i>i</i></span>-th of them is standing at the point <span class=""tex-span""><i>x</i><sub class=""lower-index""><i>i</i></sub></span> meters and can move with any speed no greater than <span class=""tex-span""><i>v</i><sub class=""lower-index""><i>i</i></sub></span> meters per second in any of the two directions along the road: south or north.You are to compute the minimum time needed to gather all the <span class=""tex-span""><i>n</i></span> friends at some point on the road. Note that the point they meet at doesn't need to have integer coordinate. ","The first line contains single integer n (2 ≤ n ≤ 60 000) — the number of friends.The second line contains n integers x1, x2, ..., xn (1 ≤ xi ≤ 109) — the current coordinates of the friends, in meters.The third line contains n integers v1, v2, ..., vn (1 ≤ vi ≤ 109) — the maximum speeds of the friends, in meters per second.","Print the minimum time (in seconds) needed for all the n friends to meet at some point on the road. Your answer will be considered correct, if its absolute or relative error isn't greater than 10 - 6. Formally, let your answer be a, while jury's answer be b. Your answer will be considered correct if  holds."
83,1223C,1600,https://codeforces.com/problemset/problem/1223/C,"You are an environmental activist at heart but the reality is harsh and you are just a cashier in a cinema. But you can still do something!You have $$$n$$$ tickets to sell. The price of the $$$i$$$-th ticket is $$$p_i$$$. As a teller, you have a possibility to select the order in which the tickets will be sold (i.e. a permutation of the tickets). You know that the cinema participates in two ecological restoration programs applying them <span class=""tex-font-style-bf"">to the order you chose</span>:<ul> <li> The $$$x\%$$$ of the price of each the $$$a$$$-th sold ticket ($$$a$$$-th, $$$2a$$$-th, $$$3a$$$-th and so on) <span class=""tex-font-style-it"">in the order you chose</span> is aimed for research and spreading of renewable energy sources. </li><li> The $$$y\%$$$ of the price of each the $$$b$$$-th sold ticket ($$$b$$$-th, $$$2b$$$-th, $$$3b$$$-th and so on) <span class=""tex-font-style-it"">in the order you chose</span> is aimed for pollution abatement. </li></ul>If the ticket is in both programs then the $$$(x + y) \%$$$ are used for environmental activities. Also, it's known that all prices are multiples of $$$100$$$, so there is no need in any rounding.For example, if you'd like to sell tickets with prices $$$[400, 100, 300, 200]$$$ and the cinema pays $$$10\%$$$ of each $$$2$$$-nd sold ticket and $$$20\%$$$ of each $$$3$$$-rd sold ticket, then arranging them in order $$$[100, 200, 300, 400]$$$ will lead to contribution equal to $$$100 \cdot 0 + 200 \cdot 0.1 + 300 \cdot 0.2 + 400 \cdot 0.1 = 120$$$. But arranging them in order $$$[100, 300, 400, 200]$$$ will lead to $$$100 \cdot 0 + 300 \cdot 0.1 + 400 \cdot 0.2 + 200 \cdot 0.1 = 130$$$.Nature can't wait, so you decided to change the order of tickets in such a way, so that the <span class=""tex-font-style-bf"">total</span> contribution to programs will reach at least $$$k$$$ in <span class=""tex-font-style-bf"">minimum</span> number of sold tickets. Or say that it's impossible to do so. In other words, find the minimum number of tickets which are needed to be sold in order to earn at least $$$k$$$.","The first line contains a single integer $$$q$$$ ($$$1 \le q \le 100$$$) — the number of independent queries. Each query consists of $$$5$$$ lines.The first line of each query contains a single integer $$$n$$$ ($$$1 \le n \le 2 \cdot 10^5$$$) — the number of tickets.The second line contains $$$n$$$ integers $$$p_1, p_2, \dots, p_n$$$ ($$$100 \le p_i \le 10^9$$$, $$$p_i \bmod 100 = 0$$$) — the corresponding prices of tickets.The third line contains two integers $$$x$$$ and $$$a$$$ ($$$1 \le x \le 100$$$, $$$x + y \le 100$$$, $$$1 \le a \le n$$$) — the parameters of the first program.The fourth line contains two integers $$$y$$$ and $$$b$$$ ($$$1 \le y \le 100$$$, $$$x + y \le 100$$$, $$$1 \le b \le n$$$) — the parameters of the second program.The fifth line contains single integer $$$k$$$ ($$$1 \le k \le 10^{14}$$$) — the required total contribution.It's guaranteed that the total number of tickets per test doesn't exceed $$$2 \cdot 10^5$$$.","Print $$$q$$$ integers — one per query. For each query, print the minimum number of tickets you need to sell to make the total ecological contribution of at least $$$k$$$ if you can sell tickets in any order.If the total contribution can not be achieved selling all the tickets, print $$$-1$$$."
84,777C,1600,https://codeforces.com/problemset/problem/777/C,"During the lesson small girl Alyona works with one famous spreadsheet computer program and learns how to edit tables.Now she has a table filled with integers. The table consists of <span class=""tex-span""><i>n</i></span> rows and <span class=""tex-span""><i>m</i></span> columns. By <span class=""tex-span""><i>a</i><sub class=""lower-index""><i>i</i>, <i>j</i></sub></span> we will denote the integer located at the <span class=""tex-span""><i>i</i></span>-th row and the <span class=""tex-span""><i>j</i></span>-th column. We say that the table is sorted in non-decreasing order in the column <span class=""tex-span""><i>j</i></span> if <span class=""tex-span""><i>a</i><sub class=""lower-index""><i>i</i>, <i>j</i></sub> ≤ <i>a</i><sub class=""lower-index""><i>i</i> + 1, <i>j</i></sub></span> for all <span class=""tex-span""><i>i</i></span> from <span class=""tex-span"">1</span> to <span class=""tex-span""><i>n</i> - 1</span>.Teacher gave Alyona <span class=""tex-span""><i>k</i></span> tasks. For each of the tasks two integers <span class=""tex-span""><i>l</i></span> and <span class=""tex-span""><i>r</i></span> are given and Alyona has to answer the following question: if one keeps the rows from <span class=""tex-span""><i>l</i></span> to <span class=""tex-span""><i>r</i></span> inclusive and deletes all others, will the table be sorted in non-decreasing order in at least one column? Formally, does there exist such <span class=""tex-span""><i>j</i></span> that <span class=""tex-span""><i>a</i><sub class=""lower-index""><i>i</i>, <i>j</i></sub> ≤ <i>a</i><sub class=""lower-index""><i>i</i> + 1, <i>j</i></sub></span> for all <span class=""tex-span""><i>i</i></span> from <span class=""tex-span""><i>l</i></span> to <span class=""tex-span""><i>r</i> - 1</span> inclusive.Alyona is too small to deal with this task and asks you to help!","The first line of the input contains two positive integers n and m (1 ≤ n·m ≤ 100 000) — the number of rows and the number of columns in the table respectively. Note that your are given a constraint that bound the product of these two integers, i.e. the number of elements in the table.Each of the following n lines contains m integers. The j-th integers in the i of these lines stands for ai, j (1 ≤ ai, j ≤ 109).The next line of the input contains an integer k (1 ≤ k ≤ 100 000) — the number of task that teacher gave to Alyona.The i-th of the next k lines contains two integers li and ri (1 ≤ li ≤ ri ≤ n).","Print ""Yes"" to the i-th line of the output if the table consisting of rows from li to ri inclusive is sorted in non-decreasing order in at least one column. Otherwise, print ""No""."
85,1217C,1600,https://codeforces.com/problemset/problem/1217/C,"You are given a binary string $$$s$$$ (recall that a string is binary if each character is either $$$0$$$ or $$$1$$$).Let $$$f(t)$$$ be the decimal representation of integer $$$t$$$ written in binary form (possibly with leading zeroes). For example $$$f(011) = 3, f(00101) = 5, f(00001) = 1, f(10) = 2, f(000) = 0$$$ and $$$f(000100) = 4$$$.The substring $$$s_{l}, s_{l+1}, \dots , s_{r}$$$ is good if $$$r - l + 1 = f(s_l \dots s_r)$$$.For example string $$$s = 1011$$$ has $$$5$$$ good substrings: $$$s_1 \dots s_1 = 1$$$, $$$s_3 \dots s_3 = 1$$$, $$$s_4 \dots s_4 = 1$$$, $$$s_1 \dots s_2 = 10$$$ and $$$s_2 \dots s_4 = 011$$$. Your task is to calculate the number of good substrings of string $$$s$$$.You have to answer $$$t$$$ independent queries.","The first line contains one integer $$$t$$$ ($$$1 \le t \le 1000$$$) — the number of queries.The only line of each query contains string $$$s$$$ ($$$1 \le |s| \le 2 \cdot 10^5$$$), consisting of only digits $$$0$$$ and $$$1$$$.It is guaranteed that $$$\sum\limits_{i=1}^{t} |s_i| \le 2 \cdot 10^5$$$.",For each query print one integer — the number of good substrings of string $$$s$$$.
86,660C,1600,https://codeforces.com/problemset/problem/660/C,"You are given an array <span class=""tex-span""><i>a</i></span> with <span class=""tex-span""><i>n</i></span> elements. Each element of <span class=""tex-span""><i>a</i></span> is either <span class=""tex-span"">0</span> or <span class=""tex-span"">1</span>.Let's denote the length of the longest subsegment of consecutive elements in <span class=""tex-span""><i>a</i></span>, consisting of only numbers one, as <span class=""tex-span""><i>f</i>(<i>a</i>)</span>. You can change no more than <span class=""tex-span""><i>k</i></span> zeroes to ones to maximize <span class=""tex-span""><i>f</i>(<i>a</i>)</span>.","The first line contains two integers n and k (1 ≤ n ≤ 3·105, 0 ≤ k ≤ n) — the number of elements in a and the parameter k.The second line contains n integers ai (0 ≤ ai ≤ 1) — the elements of a.","On the first line print a non-negative integer z — the maximal value of f(a) after no more than k changes of zeroes to ones.On the second line print n integers aj — the elements of the array a after the changes.If there are multiple answers, you can print any one of them."
87,734C,1600,https://codeforces.com/problemset/problem/734/C,"Anton is playing a very interesting computer game, but now he is stuck at one of the levels. To pass to the next level he has to prepare <span class=""tex-span""><i>n</i></span> potions.Anton has a special kettle, that can prepare one potions in <span class=""tex-span""><i>x</i></span> seconds. Also, he knows spells of two types that can faster the process of preparing potions.<ol> <li> Spells of this type speed up the preparation time of one potion. There are <span class=""tex-span""><i>m</i></span> spells of this type, the <span class=""tex-span""><i>i</i></span>-th of them costs <span class=""tex-span""><i>b</i><sub class=""lower-index""><i>i</i></sub></span> manapoints and changes the preparation time of each potion to <span class=""tex-span""><i>a</i><sub class=""lower-index""><i>i</i></sub></span> instead of <span class=""tex-span""><i>x</i></span>. </li><li> Spells of this type immediately prepare some number of potions. There are <span class=""tex-span""><i>k</i></span> such spells, the <span class=""tex-span""><i>i</i></span>-th of them costs <span class=""tex-span""><i>d</i><sub class=""lower-index""><i>i</i></sub></span> manapoints and instantly create <span class=""tex-span""><i>c</i><sub class=""lower-index""><i>i</i></sub></span> potions. </li></ol>Anton can use <span class=""tex-font-style-bf"">no more than one</span> spell of the first type and <span class=""tex-font-style-bf"">no more than one</span> spell of the second type, and the total number of manapoints spent should not exceed <span class=""tex-span""><i>s</i></span>. Consider that all spells are used instantly and right before Anton starts to prepare potions.Anton wants to get to the next level as fast as possible, so he is interested in the minimum number of time he needs to spent in order to prepare at least <span class=""tex-span""><i>n</i></span> potions.","The first line of the input contains three integers n, m, k (1 ≤ n ≤ 2·109, 1 ≤ m, k ≤ 2·105) — the number of potions, Anton has to make, the number of spells of the first type and the number of spells of the second type.The second line of the input contains two integers x and s (2 ≤ x ≤ 2·109, 1 ≤ s ≤ 2·109) — the initial number of seconds required to prepare one potion and the number of manapoints Anton can use.The third line contains m integers ai (1 ≤ ai < x) — the number of seconds it will take to prepare one potion if the i-th spell of the first type is used.The fourth line contains m integers bi (1 ≤ bi ≤ 2·109) — the number of manapoints to use the i-th spell of the first type.There are k integers ci (1 ≤ ci ≤ n) in the fifth line — the number of potions that will be immediately created if the i-th spell of the second type is used. It's guaranteed that ci are not decreasing, i.e. ci ≤ cj if i < j.The sixth line contains k integers di (1 ≤ di ≤ 2·109) — the number of manapoints required to use the i-th spell of the second type. It's guaranteed that di are not decreasing, i.e. di ≤ dj if i < j.",Print one integer — the minimum time one has to spent in order to prepare n potions.
88,75C,1600,https://codeforces.com/problemset/problem/75/C,"Well, here is another math class task. In mathematics, GCD is the greatest common divisor, and it's an easy task to calculate the GCD between two positive integers.A common divisor for two positive numbers is a number which both numbers are divisible by.But your teacher wants to give you a harder task, in this task you have to find the greatest common divisor <span class=""tex-span""><i>d</i></span> between two integers <span class=""tex-span""><i>a</i></span> and <span class=""tex-span""><i>b</i></span> that is in a given range from <span class=""tex-span""><i>low</i></span> to <span class=""tex-span""><i>high</i></span> (inclusive), i.e. <span class=""tex-span""><i>low</i> ≤ <i>d</i> ≤ <i>high</i></span>. It is possible that there is no common divisor in the given range.You will be given the two integers <span class=""tex-span""><i>a</i></span> and <span class=""tex-span""><i>b</i></span>, then <span class=""tex-span""><i>n</i></span> queries. Each query is a range from <span class=""tex-span""><i>low</i></span> to <span class=""tex-span""><i>high</i></span> and you have to answer each query.","The first line contains two integers a and b, the two integers as described above (1 ≤ a, b ≤ 109). The second line contains one integer n, the number of queries (1 ≤ n ≤ 104). Then n lines follow, each line contains one query consisting of two integers, low and high (1 ≤ low ≤ high ≤ 109).","Print n lines. The i-th of them should contain the result of the i-th query in the input. If there is no common divisor in the given range for any query, you should print -1 as a result for this query."
89,924B,1600,https://codeforces.com/problemset/problem/924/B,"An atom of element X can exist in <span class=""tex-span""><i>n</i></span> distinct states with energies <span class=""tex-span""><i>E</i><sub class=""lower-index"">1</sub> &lt; <i>E</i><sub class=""lower-index"">2</sub> &lt; ... &lt; <i>E</i><sub class=""lower-index""><i>n</i></sub></span>. Arkady wants to build a laser on this element, using a three-level scheme. Here is a simplified description of the scheme. Three distinct states <span class=""tex-span""><i>i</i></span>, <span class=""tex-span""><i>j</i></span> and <span class=""tex-span""><i>k</i></span> are selected, where <span class=""tex-span""><i>i</i> &lt; <i>j</i> &lt; <i>k</i></span>. After that the following process happens: <ol> <li> initially the atom is in the state <span class=""tex-span""><i>i</i></span>,</li><li> we spend <span class=""tex-span""><i>E</i><sub class=""lower-index""><i>k</i></sub> - <i>E</i><sub class=""lower-index""><i>i</i></sub></span> energy to put the atom in the state <span class=""tex-span""><i>k</i></span>,</li><li> the atom emits a photon with useful energy <span class=""tex-span""><i>E</i><sub class=""lower-index""><i>k</i></sub> - <i>E</i><sub class=""lower-index""><i>j</i></sub></span> and changes its state to the state <span class=""tex-span""><i>j</i></span>,</li><li> the atom spontaneously changes its state to the state <span class=""tex-span""><i>i</i></span>, losing energy <span class=""tex-span""><i>E</i><sub class=""lower-index""><i>j</i></sub> - <i>E</i><sub class=""lower-index""><i>i</i></sub></span>,</li><li> the process repeats from step 1. </li></ol>Let's define the energy conversion efficiency as <img align=""middle"" class=""tex-formula"" src=""//espresso.codeforces.com/b1353c834ae20a0534a47916c2f0fbe98d7f4b7c.png"" style=""max-width: 100.0%;max-height: 100.0%;""/>, i. e. the ration between the useful energy of the photon and spent energy.Due to some limitations, Arkady can only choose such three states that <span class=""tex-span""><i>E</i><sub class=""lower-index""><i>k</i></sub> - <i>E</i><sub class=""lower-index""><i>i</i></sub> ≤ <i>U</i></span>.Help Arkady to find such the maximum possible energy conversion efficiency within the above constraints.","The first line contains two integers n and U (3 ≤ n ≤ 105, 1 ≤ U ≤ 109) — the number of states and the maximum possible difference between Ek and Ei.The second line contains a sequence of integers E1, E2, ..., En (1 ≤ E1 < E2... < En ≤ 109). It is guaranteed that all Ei are given in increasing order.","If it is not possible to choose three states that satisfy all constraints, print -1.Otherwise, print one real number η — the maximum possible energy conversion efficiency. Your answer is considered correct its absolute or relative error does not exceed 10 - 9.Formally, let your answer be a, and the jury's answer be b. Your answer is considered correct if ."
90,416C,1600,https://codeforces.com/problemset/problem/416/C,"Innovation technologies are on a victorious march around the planet. They integrate into all spheres of human activity!A restaurant called ""Dijkstra's Place"" has started thinking about optimizing the booking system. There are <span class=""tex-span""><i>n</i></span> booking requests received by now. Each request is characterized by two numbers: <span class=""tex-span""><i>c</i><sub class=""lower-index""><i>i</i></sub></span> and <span class=""tex-span""><i>p</i><sub class=""lower-index""><i>i</i></sub></span> — the size of the group of visitors who will come via this request and the total sum of money they will spend in the restaurant, correspondingly.We know that for each request, all <span class=""tex-span""><i>c</i><sub class=""lower-index""><i>i</i></sub></span> people want to sit at the same table and are going to spend the whole evening in the restaurant, from the opening moment at 18:00 to the closing moment.Unfortunately, there only are <span class=""tex-span""><i>k</i></span> tables in the restaurant. For each table, we know <span class=""tex-span""><i>r</i><sub class=""lower-index""><i>i</i></sub></span> — the maximum number of people who can sit at it. A table can have only people from the same group sitting at it. If you cannot find a large enough table for the whole group, then all visitors leave and naturally, pay nothing.Your task is: given the tables and the requests, decide which requests to accept and which requests to decline so that the money paid by the happy and full visitors was maximum.","The first line of the input contains integer n (1 ≤ n ≤ 1000) — the number of requests from visitors. Then n lines follow. Each line contains two integers: ci, pi (1 ≤ ci, pi ≤ 1000) — the size of the group of visitors who will come by the i-th request and the total sum of money they will pay when they visit the restaurant, correspondingly.The next line contains integer k (1 ≤ k ≤ 1000) — the number of tables in the restaurant. The last line contains k space-separated integers: r1, r2, ..., rk (1 ≤ ri ≤ 1000) — the maximum number of people that can sit at each table.","In the first line print two integers: m, s — the number of accepted requests and the total money you get from these requests, correspondingly.Then print m lines — each line must contain two space-separated integers: the number of the accepted request and the number of the table to seat people who come via this request. The requests and the tables are consecutively numbered starting from 1 in the order in which they are given in the input.If there are multiple optimal answers, print any of them."
91,1175C,1600,https://codeforces.com/problemset/problem/1175/C,"At first, there was a legend related to the name of the problem, but now it's just a formal statement.You are given $$$n$$$ points $$$a_1, a_2, \dots, a_n$$$ on the $$$OX$$$ axis. Now you are asked to find such an integer point $$$x$$$ on $$$OX$$$ axis that $$$f_k(x)$$$ is minimal possible.The function $$$f_k(x)$$$ can be described in the following way: <ul> <li> form a list of distances $$$d_1, d_2, \dots, d_n$$$ where $$$d_i = |a_i - x|$$$ (distance between $$$a_i$$$ and $$$x$$$); </li><li> sort list $$$d$$$ in non-descending order; </li><li> take $$$d_{k + 1}$$$ as a result. </li></ul>If there are multiple optimal answers you can print any of them.","The first line contains single integer $$$T$$$ ($$$ 1 \le T \le 2 \cdot 10^5$$$) — number of queries. Next $$$2 \cdot T$$$ lines contain descriptions of queries. All queries are independent. The first line of each query contains two integers $$$n$$$, $$$k$$$ ($$$1 \le n \le 2 \cdot 10^5$$$, $$$0 \le k < n$$$) — the number of points and constant $$$k$$$.The second line contains $$$n$$$ integers $$$a_1, a_2, \dots, a_n$$$ ($$$1 \le a_1 < a_2 < \dots < a_n \le 10^9$$$) — points in ascending order.It's guaranteed that $$$\sum{n}$$$ doesn't exceed $$$2 \cdot 10^5$$$.",Print $$$T$$$ integers — corresponding points $$$x$$$ which have minimal possible value of $$$f_k(x)$$$. If there are multiple answers you can print any of them.
92,1077D,1600,https://codeforces.com/problemset/problem/1077/D,"You are given an array $$$s$$$ consisting of $$$n$$$ integers.You have to find <span class=""tex-font-style-bf"">any</span> array $$$t$$$ of length $$$k$$$ such that you can cut out maximum number of copies of array $$$t$$$ from array $$$s$$$.Cutting out the copy of $$$t$$$ means that for each element $$$t_i$$$ of array $$$t$$$ you have to find $$$t_i$$$ in $$$s$$$ and remove it from $$$s$$$. If for some $$$t_i$$$ you cannot find such element in $$$s$$$, then you cannot cut out one more copy of $$$t$$$. The both arrays can contain duplicate elements.For example, if $$$s = [1, 2, 3, 2, 4, 3, 1]$$$ and $$$k = 3$$$ then one of the possible answers is $$$t = [1, 2, 3]$$$. This array $$$t$$$ can be cut out $$$2$$$ times. <ul> <li> To cut out the first copy of $$$t$$$ you can use the elements $$$[1, \underline{\textbf{2}}, 3, 2, 4, \underline{\textbf{3}}, \underline{\textbf{1}}]$$$ (use the highlighted elements). After cutting out the first copy of $$$t$$$ the array $$$s$$$ can look like $$$[1, 3, 2, 4]$$$. </li><li> To cut out the second copy of $$$t$$$ you can use the elements $$$[\underline{\textbf{1}}, \underline{\textbf{3}}, \underline{\textbf{2}}, 4]$$$. After cutting out the second copy of $$$t$$$ the array $$$s$$$ will be $$$[4]$$$. </li></ul>Your task is to find such array $$$t$$$ that you can cut out the copy of $$$t$$$ from $$$s$$$ maximum number of times. If there are multiple answers, you may choose <span class=""tex-font-style-bf"">any</span> of them.","The first line of the input contains two integers $$$n$$$ and $$$k$$$ ($$$1 \le k \le n \le 2 \cdot 10^5$$$) — the number of elements in $$$s$$$ and the desired number of elements in $$$t$$$, respectively.The second line of the input contains exactly $$$n$$$ integers $$$s_1, s_2, \dots, s_n$$$ ($$$1 \le s_i \le 2 \cdot 10^5$$$).","Print $$$k$$$ integers — the elements of array $$$t$$$ such that you can cut out maximum possible number of copies of this array from $$$s$$$. If there are multiple answers, print any of them. The required array $$$t$$$ can contain duplicate elements. All the elements of $$$t$$$ ($$$t_1, t_2, \dots, t_k$$$) should satisfy the following condition: $$$1 \le t_i \le 2 \cdot 10^5$$$."
93,939C,1600,https://codeforces.com/problemset/problem/939/C,"In distant future on Earth day lasts for <span class=""tex-span""><i>n</i></span> hours and that's why there are <span class=""tex-span""><i>n</i></span> timezones. Local times in adjacent timezones differ by one hour. For describing local time, hours numbers from <span class=""tex-span"">1</span> to <span class=""tex-span""><i>n</i></span> are used, i.e. there is no time ""0 hours"", instead of it ""<span class=""tex-span""><i>n</i></span> hours"" is used. When local time in the <span class=""tex-span"">1</span>-st timezone is <span class=""tex-span"">1</span> hour, local time in the <span class=""tex-span""><i>i</i></span>-th timezone is <span class=""tex-span""><i>i</i></span> hours.Some online programming contests platform wants to conduct a contest that lasts for an hour in such a way that its beginning coincides with beginning of some hour (in all time zones). The platform knows, that there are <span class=""tex-span""><i>a</i><sub class=""lower-index""><i>i</i></sub></span> people from <span class=""tex-span""><i>i</i></span>-th timezone who want to participate in the contest. Each person will participate if and only if the contest starts no earlier than <span class=""tex-span""><i>s</i></span> hours 00 minutes local time and ends not later than <span class=""tex-span""><i>f</i></span> hours 00 minutes local time. Values <span class=""tex-span""><i>s</i></span> and <span class=""tex-span""><i>f</i></span> are equal for all time zones. If the contest starts at <span class=""tex-span""><i>f</i></span> hours 00 minutes local time, the person won't participate in it.Help platform select such an hour, that the number of people who will participate in the contest is maximum. ","The first line contains a single integer n (2 ≤ n ≤ 100 000) — the number of hours in day.The second line contains n space-separated integers a1, a2, ..., an (1 ≤ ai ≤ 10 000), where ai is the number of people in the i-th timezone who want to participate in the contest.The third line contains two space-separated integers s and f (1 ≤ s < f ≤ n).","Output a single integer — the time of the beginning of the contest (in the first timezone local time), such that the number of participants will be maximum possible. If there are many answers, output the smallest among them."
